行政區,學校名稱,學區所在區,類型,里／鄰,來源頁
內湖區,東湖國小,內湖區,自由,安湖（1鄰）,13
內湖區,東湖國小,內湖區,自由,五分（3～8、13鄰）,13
內湖區,東湖國小,內湖區,自由,樂康,13
內湖區,東湖國小,內湖區,自由,安泰,13
內湖區,東湖國小,內湖區,自由,內溝（1～9、11～17鄰）,13
內湖區,東湖國小,新北市汐止區,自由,忠山里全,13
內湖區,西湖國小,內湖區,基本,西湖,13
內湖區,西湖國小,內湖區,基本,西康（19～26鄰）,13
內湖區,西湖國小,內湖區,基本,西安（1～12鄰）,13
內湖區,西湖國小,內湖區,自由,麗山（15、16鄰）,13
內湖區,西湖國小,內湖區,自由,西康（17鄰）,13
內湖區,康寧國小,內湖區,基本,紫雲,13
內湖區,康寧國小,內湖區,基本,紫星,13
內湖區,康寧國小,內湖區,基本,"清白（1～14,,23～32鄰）",13
內湖區,康寧國小,內湖區,自由,紫陽（1鄰）,13
內湖區,康寧國小,內湖區,自由,清白（21鄰）,13
內湖區,明湖國小,內湖區,基本,安湖（2～7、18～20鄰）,13
內湖區,明湖國小,內湖區,基本,明湖,13
內湖區,明湖國小,內湖區,基本,康寧,13
內湖區,明湖國小,內湖區,基本,葫洲（7、8、11～13、16、17鄰）,13
內湖區,明湖國小,內湖區,自由,安湖（1鄰）,13
內湖區,明湖國小,內湖區,自由,南湖（1～2鄰）,13
內湖區,明湖國小,內湖區,自由,葫洲（1～6、9、10、14、15、18～20鄰）,13
內湖區,明湖國小,內湖區,自由,金湖(20鄰),13
內湖區,麗山國小,內湖區,基本,港華,13
內湖區,麗山國小,內湖區,基本,港都,13
內湖區,麗山國小,內湖區,基本,麗山（1～14鄰）,13
內湖區,麗山國小,內湖區,自由,麗山（15、16鄰）,13
內湖區,新湖國小,內湖區,基本,湖興,13
內湖區,新湖國小,內湖區,基本,湖元,13
內湖區,新湖國小,內湖區,基本,石潭（1～3、6～10鄰）,13
內湖區,新湖國小,內湖區,基本,寶湖（1～5、9～19鄰、27~29鄰）,13
內湖區,新湖國小,內湖區,自由,石潭（5、13鄰）,13
內湖區,新湖國小,內湖區,自由,紫陽（1鄰）,13
內湖區,南湖國小,內湖區,基本,五分（1、2、11、12、14～32、34鄰）,13
內湖區,南湖國小,內湖區,基本,蘆洲（1、2鄰）,13
內湖區,南湖國小,內湖區,基本,南湖（3～11鄰）,13
內湖區,南湖國小,內湖區,自由,蘆洲（3～5鄰）,13
內湖區,南湖國小,內湖區,自由,五分（3～8、13鄰）,13
內湖區,南湖國小,內湖區,自由,南湖（1～2鄰）,13
內湖區,大湖國小,內湖區,基本,大湖,13
內湖區,大湖國小,內湖區,基本,秀湖,13
內湖區,大湖國小,內湖區,基本,清白（15～20、22鄰）,13
內湖區,大湖國小,內湖區,基本,內溝（10鄰）,13
內湖區,大湖國小,內湖區,自由,清白（21鄰）,13
內湖區,大湖國小,內湖區,自由,樂康,13
內湖區,大湖國小,內湖區,自由,安泰,13
內湖區,大湖國小,內湖區,自由,內溝（1～9、11～17鄰）,13
內湖區,大湖國小,新北市汐止區,自由,長青里,13
內湖區,大湖國小,內湖區,基本,"金湖（1～19,21～26）","13,14"
內湖區,大湖國小,內湖區,基本,寶湖（6～8、20～26鄰）,"13,14"
內湖區,大湖國小,內湖區,自由,葫洲（1～6、9、10、14、15、18～20鄰）,"13,14"
內湖區,大湖國小,內湖區,自由,金湖(20鄰),"13,14"
士林區,士林國小,士林區,基本,仁勇,14
士林區,士林國小,士林區,基本,義信,14
士林區,士林國小,士林區,基本,福林（8～18鄰）,14
士林區,士林國小,士林區,基本,舊佳（16、18～22鄰）,14
士林區,士林國小,士林區,基本,福德,14
士林區,士林國小,士林區,自由,福佳,14
士林區,士林國小,北投區,自由,洲美,14
士林區,士東國小,士林區,基本,天祿,14
士林區,士東國小,士林區,基本,三玉（15～21鄰）,14
士林區,士東國小,士林區,基本,蘭雅（1～19、25鄰）,14
士林區,士東國小,士林區,基本,天壽（1～4、8～12鄰）,14
士林區,士東國小,士林區,自由,蘭雅（24鄰）,14
士林區,士東國小,士林區,自由,天福（1～6、8～13鄰）,14
士林區,福林國小,士林區,基本,福林（1～7鄰）,14
士林區,福林國小,士林區,基本,福志,14
士林區,福林國小,士林區,基本,舊佳（1～15、17鄰）,14
士林區,福林國小,士林區,基本,臨溪（2～4鄰）,14
士林區,福林國小,士林區,自由,溪山,14
士林區,福林國小,士林區,自由,臨溪（5～7鄰）,14
士林區,陽明山國小,士林區,基本,永福,14
士林區,陽明山國小,士林區,基本,公館,14
士林區,陽明山國小,士林區,基本,新安,14
士林區,陽明山國小,士林區,基本,陽明,14
士林區,陽明山國小,士林區,基本,菁山,14
士林區,陽明山國小,士林區,自由,芝山（1鄰）,14
士林區,陽明山國小,北投區,自由,湖山（4～8鄰）,14
士林區,社子國小,士林區,基本,社子（2～5、8～11、17～23鄰）,14
士林區,社子國小,士林區,基本,社園,14
士林區,社子國小,士林區,基本,永倫,14
士林區,社子國小,士林區,基本,福安（1～10鄰）,14
士林區,社子國小,士林區,基本,社新（1、3～29鄰）,14
士林區,雨聲國小,士林區,自由,芝山（3、30鄰）,14
士林區,雨聲國小,士林區,自由,臨溪（1鄰）,14
士林區,雨聲國小,士林區,自由,岩山,14
士林區,雨聲國小,士林區,自由,名山（1～4、8、9、14、18、21、25鄰）,14
士林區,雨聲國小,士林區,自由,芝山（2、4～9、20、21、28、29鄰）,14
士林區,富安國小,士林區,基本,富洲,14
士林區,富安國小,士林區,基本,福安（11、12鄰）,14
士林區,劍潭國小,中山區,基本,劍潭（14、15鄰）,14
士林區,劍潭國小,士林區,基本,承德,14
士林區,劍潭國小,士林區,基本,明勝,14
士林區,劍潭國小,士林區,基本,福華（1～4、6～8、10～20鄰）,14
士林區,劍潭國小,士林區,自由,福華（5、9、21～28鄰）,14
士林區,溪山實小,士林區,自由,溪山,14
士林區,平等國小,士林區,基本,平等,15
士林區,百齡國小,士林區,基本,後港,15
士林區,百齡國小,士林區,基本,福中,15
士林區,百齡國小,士林區,基本,前港,15
士林區,百齡國小,士林區,基本,百齡,15
士林區,百齡國小,士林區,自由,福華（5、9、21～28鄰）,15
士林區,雙溪國小,士林區,基本,翠山（1～12鄰）,15
士林區,雙溪國小,士林區,基本,臨溪（8～12鄰）,15
士林區,雙溪國小,士林區,自由,臨溪（5～7鄰）,15
士林區,葫蘆國小,士林區,基本,葫蘆,15
士林區,葫蘆國小,士林區,基本,葫東,15
士林區,葫蘆國小,士林區,基本,富光,15
士林區,葫蘆國小,士林區,基本,福順,15
士林區,葫蘆國小,士林區,基本,社新（2鄰）,15
士林區,葫蘆國小,士林區,基本,社子（1、6、7、12～16鄰）,15
士林區,蘭雅國小,士林區,基本,蘭興（5～19鄰）,15
士林區,蘭雅國小,士林區,基本,蘭雅（20～23鄰）,15
士林區,蘭雅國小,士林區,基本,德行（5、9、11～16鄰）,15
士林區,蘭雅國小,士林區,自由,蘭興（1～4鄰）,15
士林區,蘭雅國小,士林區,自由,蘭雅（24鄰）,15
士林區,蘭雅國小,士林區,自由,忠誠（21～25鄰）,15
士林區,雨農國小,士林區,基本,忠誠（1～20鄰）,15
士林區,雨農國小,士林區,基本,名山（5～7、10～13、15～17、19、20、22～24鄰）,15
士林區,雨農國小,士林區,基本,聖山（10～22鄰）,15
士林區,雨農國小,士林區,自由,忠誠（21～25鄰）,15
士林區,雨農國小,士林區,自由,芝山（3、30鄰）,15
士林區,雨農國小,士林區,自由,臨溪（1鄰）,15
士林區,雨農國小,士林區,自由,岩山,15
士林區,雨農國小,士林區,自由,名山（1～4、8、9、14、18、21、25鄰）,15
士林區,雨農國小,士林區,自由,聖山（1～9鄰）,15
士林區,天母國小,士林區,基本,天母,15
士林區,天母國小,士林區,基本,天玉,15
士林區,天母國小,士林區,基本,天山（9、10、13、14鄰）,15
士林區,天母國小,士林區,基本,天壽（5～7、13～16鄰）,15
士林區,天母國小,士林區,自由,天山（15～20鄰）,15
士林區,天母國小,士林區,自由,天和（19～21鄰）,15
士林區,天母國小,士林區,自由,天和（18鄰）,15
士林區,天母國小,北投區,基本,永欣,15
士林區,天母國小,北投區,基本,永和,15
士林區,天母國小,北投區,自由,榮華（1鄰）,15
士林區,芝山國小,士林區,基本,芝山（10～19、22～27鄰）,"15,16"
士林區,芝山國小,士林區,基本,三玉（1～5、7～9、11～14鄰）,"15,16"
士林區,芝山國小,士林區,基本,東山（1～3、7～13鄰、15～22鄰）,"15,16"
士林區,芝山國小,士林區,自由,芝山（3、30鄰）,"15,16"
士林區,芝山國小,士林區,自由,臨溪（1鄰）,"15,16"
士林區,芝山國小,士林區,自由,岩山,"15,16"
士林區,芝山國小,士林區,自由,芝山（1鄰）,"15,16"
士林區,芝山國小,士林區,自由,芝山（2、4～9、20、21、28、29鄰）,"15,16"
士林區,芝山國小,士林區,自由,聖山（1～9鄰）,"15,16"
士林區,芝山國小,士林區,自由,東山（5鄰、14鄰）,"15,16"
士林區,文昌國小,士林區,基本,德華,16
士林區,文昌國小,士林區,基本,德行（1～4、6～8、10鄰）,16
士林區,文昌國小,士林區,自由,福佳,16
士林區,文昌國小,士林區,自由,蘭興（1～4鄰）,16
士林區,文昌國小,北投區,自由,洲美,16
士林區,三玉國小,士林區,基本,天和（1～17鄰）,16
士林區,三玉國小,士林區,基本,天山（1～8、11、12鄰）,16
士林區,三玉國小,士林區,基本,天福（7、14～20鄰）,16
士林區,三玉國小,士林區,基本,三玉（6、10鄰）,16
士林區,三玉國小,士林區,基本,東山（4、6鄰）,16
士林區,三玉國小,士林區,自由,天福（1～6、8～13鄰）,16
士林區,三玉國小,士林區,自由,天山（15～20鄰）,16
士林區,三玉國小,士林區,自由,東山（5鄰、14鄰）,16
士林區,三玉國小,士林區,自由,天和（19～21鄰）,16
士林區,三玉國小,士林區,自由,天和（18鄰）,16
北投區,北投國小,北投區,基本,中央,16
北投區,北投國小,北投區,基本,大同,16
北投區,北投國小,北投區,基本,長安（1～9、12鄰）,16
北投區,北投國小,北投區,基本,溫泉（2鄰）,16
北投區,北投國小,北投區,基本,清江（1～10鄰）,16
北投區,北投國小,北投區,自由,長安(10、13、14鄰),16
北投區,逸仙國小,北投區,基本,中心（1～8、11～19鄰）,16
北投區,逸仙國小,北投區,基本,林泉（1、3～6、10～15鄰）,16
北投區,逸仙國小,北投區,基本,長安（11、15～23鄰）,16
北投區,逸仙國小,北投區,基本,溫泉（1、3～23鄰）,16
北投區,逸仙國小,北投區,自由,長安(10、13、14鄰),16
北投區,逸仙國小,北投區,自由,林泉（2、7～9、16、17鄰）,16
北投區,逸仙國小,北投區,自由,秀山,16
北投區,逸仙國小,北投區,自由,中和,16
北投區,石牌國小,北投區,基本,吉利,16
北投區,石牌國小,北投區,基本,吉慶,16
北投區,石牌國小,北投區,基本,永明,16
北投區,石牌國小,北投區,基本,榮光,16
北投區,石牌國小,北投區,基本,福興,16
北投區,石牌國小,北投區,基本,振華（11、17～19、26、27鄰）,16
北投區,石牌國小,北投區,基本,東華（15、17、18鄰）,16
北投區,石牌國小,北投區,基本,立農（1～5鄰）,16
北投區,石牌國小,北投區,基本,立賢（4、5、13～16鄰）,16
北投區,石牌國小,北投區,基本,裕民（14、15、18～20鄰、22～24鄰）,16
北投區,石牌國小,北投區,基本,尊賢（2～10、12、15、17～20鄰）,16
北投區,石牌國小,北投區,自由,立農（6、24鄰）,16
北投區,關渡國小,北投區,基本,一德,16
北投區,關渡國小,北投區,基本,關渡,16
北投區,關渡國小,新北市淡水區,自由,福德,16
北投區,湖田實小,北投區,基本,湖田（2～10鄰）,16
北投區,湖田實小,北投區,自由,湖田（1鄰）,16
北投區,清江國小,北投區,基本,奇岩,16
北投區,清江國小,北投區,基本,八仙（1～6、13～15、18鄰）,16
北投區,清江國小,北投區,基本,清江（11～27鄰）,16
北投區,泉源實小,北投區,基本,泉源（2、4～16鄰）,17
北投區,大屯國小,北投區,基本,大屯（2～7、9、10鄰）,17
北投區,湖山國小,北投區,基本,湖山（1、2、3、9～18鄰）,17
北投區,湖山國小,北投區,自由,湖田（1鄰）,17
北投區,湖山國小,北投區,自由,湖山（4～8鄰）,17
北投區,桃源國小,北投區,基本,桃源,17
北投區,桃源國小,北投區,基本,稻香,17
北投區,文林國小,北投區,基本,建民,17
北投區,文林國小,北投區,基本,石牌,17
北投區,文林國小,北投區,基本,文林,17
北投區,文林國小,北投區,自由,洲美,17
北投區,義方國小,北投區,基本,開明,17
北投區,義方國小,北投區,基本,中庸（1～4、6～9、15鄰）,17
北投區,義方國小,北投區,基本,大屯（1、8鄰）,17
北投區,義方國小,北投區,基本,泉源（1、3鄰）,17
北投區,義方國小,北投區,基本,中心（9、10、20、21鄰）,17
北投區,義方國小,北投區,自由,林泉（2、7～9、16、17鄰）,17
北投區,立農國小,北投區,基本,立賢（1～3、6～12鄰）,17
北投區,立農國小,北投區,基本,立農（7～23、25鄰）,17
北投區,立農國小,北投區,基本,八仙（7～12、16、17鄰）,17
北投區,立農國小,北投區,基本,東華（1～14、16鄰）,17
北投區,立農國小,北投區,基本,尊賢（1、11、13、14、16鄰）,17
北投區,立農國小,北投區,自由,立農（6、24鄰）,17
北投區,明德國小,北投區,基本,榮華（2～21鄰）,17
北投區,明德國小,北投區,基本,裕民（1～13、16、17、21鄰）,17
北投區,明德國小,北投區,基本,振華（1～10、12～16、20～25鄰）,17
北投區,明德國小,北投區,自由,榮華（1鄰）,17
北投區,文化國小,北投區,基本,文化,17
北投區,文化國小,北投區,基本,智仁,17
北投區,文化國小,北投區,基本,中庸（5、10～14鄰）,17
北投區,文化國小,北投區,基本,豐年,17
北投區,文化國小,北投區,自由,秀山,17
北投區,文化國小,北投區,自由,中和,17
